"","commit_sha","project_name","commit_msg","merge","line_added","line_removed","churns","lines_of_code","dmm_unit_size","dmm_unit_complexity","dmm_unit_interfacing","token_count","num_modified_methods","num_modified_files","file_names","num_file_formats","file_formats","num_change_type","change_types","completion_status","statuses","workflows","checks","combined"
"27","635c22950fd4a236f08e92419730e7cc85276f9a","CommitCanvas","Add codacy code quality badge",FALSE,5,2,3,0,NA,NA,NA,0,0,1,"['README.md']",1,"['.md']",1,"['MODIFY']","['completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed']","['failure']","[]","['cancelled', 'failure', 'failure', 'neutral', 'cancelled', 'cancelled', 'cancelled', 'cancelled', 'cancelled']","fail"
"28","8f17d51292adfeb957cf68a6d1ce512ad22c6af4","CommitCanvas","fix minor errors in readme",FALSE,1,1,0,0,NA,NA,NA,0,0,1,"['README.md']",1,"['.md']",1,"['MODIFY']","['completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed']","['failure']","[]","['cancelled', 'failure', 'failure', 'cancelled', 'cancelled', 'cancelled', 'cancelled', 'cancelled', 'cancelled']","fail"
"29","752074b5fe6e9f9f7f00801b88316da37c4dd7ce","CommitCanvas","Test code quality output",FALSE,0,1,-1,24,NA,NA,NA,162,0,1,"['commit_message_checker.py']",1,"['.py']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"30","c5e5d12952c83e138c4f8b9425e560ffaf98c715","CommitCanvas","Add pre-commit hooks",FALSE,2,20,-18,0,NA,NA,NA,0,0,2,"['SOURCES.txt', 'requires.txt']",1,"['.txt']",1,"['MODIFY']","['completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed']","['success']","[]","['cancelled', 'failure', 'failure', 'cancelled', 'cancelled', 'cancelled', 'cancelled', 'cancelled', 'cancelled']","fail"
"31","b00b911b469d4e81e48a130b4cc21be86d4c3422","CommitCanvas","Fix trailing whitespace in README.md",FALSE,1,1,0,0,NA,NA,NA,0,0,1,"['README.md']",1,"['.md']",1,"['MODIFY']","['completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed']","['success']","[]","['success', 'success', 'success', 'success', 'success', 'success', 'success', 'success', 'success']","pass"
"32","0f8c44477cea0352decac061eb33ae1b6a730ea1","CommitCanvas","Add release.yml and fix contributing.md",FALSE,19,10,9,0,NA,NA,NA,0,0,2,"['release.yml', 'CONTRIBUTING.md']",2,"['.md', '.yml']",2,"['ADD', 'MODIFY']","['completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed']","['success']","['success']","[]","pass"
"33","56064eb54e589d3dedfee87e1e418cb33eec266b","CommitCanvas","Change rev id to tag in pre-commit configuration",FALSE,1,1,0,0,NA,NA,NA,0,0,1,"['.pre-commit-config.yaml']",1,"['.yaml']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"34","9c7c89de735c768dcda9733ec1292cd37ea238e7","CommitCanvas","Update README.md",FALSE,1,1,0,0,NA,NA,NA,0,0,1,"['README.md']",1,"['.md']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"35","5f662f3fac2447701976f6884dd8bb87db61d6d2","CommitCanvas","Change back to rev",FALSE,1,1,0,0,NA,NA,NA,0,0,1,"['.pre-commit-config.yaml']",1,"['.yaml']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"36","f66f9222087773d1593e79958eb15b8f1ce493b1","CommitCanvas","Update README.md",FALSE,13,2,11,0,NA,NA,NA,0,0,1,"['README.md']",1,"['.md']",1,"['MODIFY']","['completed']","[]","[]","['success']","pass"
"37","6393a59dd9fac111d827ec7887c6a8bbe9471fc4","CommitCanvas","Install commit-msg in .git/hooks",FALSE,1,1,0,0,NA,NA,NA,0,0,1,"['.pre-commit-config.yaml']",1,"['.yaml']",1,"['MODIFY']","['completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed']","['success']","[]","['success', 'success', 'success', 'success', 'success', 'success', 'success', 'success', 'success']","pass"
"38","d4388811ca5d55566c63cd229c3cf2cbb97263dd","CommitCanvas","Add more badges in README.md",FALSE,7,3,4,0,NA,NA,NA,0,0,1,"['README.md']",1,"['.md']",1,"['MODIFY']","['completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed']","['success']","[]","['success', 'success', 'success', 'success', 'success', 'success', 'success', 'success', 'success']","pass"
"39","56d7c4cebc11ef76cd1f08cf4deebc9846405d8e","CommitCanvas","Update key features in README.md",FALSE,16,12,4,0,NA,NA,NA,0,0,2,"['CONTRIBUTING.md', 'README.md']",1,"['.md']",1,"['MODIFY']","['completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed']","['success']","[]","['success', 'success', 'success', 'success', 'success', 'success', 'success', 'success', 'success']","pass"
"40","f59ece781eab877dd2ee8a8ed2ef9ace96b84eea","CommitCanvas","Add comparison to other tools in README.md",FALSE,11,6,5,0,NA,NA,NA,0,0,5,"['Pipfile', 'README.md', 'requires.txt', 'poetry.lock', 'pyproject.toml']",5,"['.lock', '.md', '.toml', '.txt', 'Pipfile']",2,"['DELETE', 'MODIFY']","['completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed']","['success']","[]","['success', 'success', 'success', 'success', 'success', 'success', 'success', 'success', 'success']","pass"
"41","6a5c116de7d5b78ac081db3a34448d112b6b91b1","CommitCanvas","Add note for clarifingcheck for imperative mood",FALSE,1,0,1,24,NA,NA,NA,162,1,1,"['commit_message_checker.py']",1,"['.py']",1,"['MODIFY']","['completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed']","['success']","[]","['success', 'success', 'success', 'success', 'success', 'success', 'success', 'success', 'success']","pass"
"42","e541de607777e4b86ec1f9e72779efb59d26ca8d","CommitCanvas","Update function that checks imperative mood",FALSE,18,17,1,154,NA,NA,NA,685,1,6,"['build.yml', '__init__.cpython-37.pyc', 'commit_message_checker.cpython-37.pyc', 'commit_message_checker.py', 'test_commit_canvas_check.py', 'test_commit_message_checker.py']",3,"['.py', '.pyc', '.yml']",2,"['DELETE', 'MODIFY']","['completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed']","['success']","[]","['success', 'success', 'success', 'success', 'success', 'success', 'success', 'success', 'success']","pass"
"43","5fca8f89f77d74d3eff24b707303812118f53616","CommitCanvas","Use tag instead of rev id in README.md",FALSE,1,1,0,0,NA,NA,NA,0,0,1,"['README.md']",1,"['.md']",1,"['MODIFY']","['completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed']","['success']","[]","['success', 'success', 'success', 'success', 'success', 'success', 'success', 'success', 'success']","pass"
"44","63d401f1e23a2ea31b717234382251c32a5bae1c","CommitCanvas","Install poetry and build the package in release.yml",FALSE,23,0,23,0,NA,NA,NA,0,0,1,"['release.yml']",1,"['.yml']",1,"['MODIFY']","['completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed']","['success']","['success']","[]","pass"
"45","7c0e73051fbedec73154e92edf88d5383889726d","CommitCanvas","Update CommitCanvas tag in pre-commit configuration",FALSE,4,4,0,0,NA,NA,NA,0,0,3,"['.pre-commit-config.yaml', 'README.md', 'codecov.yml']",3,"['.md', '.yaml', '.yml']",1,"['MODIFY']","['completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed']","['success']","[]","['success', 'success', 'success', 'success', 'success', 'success', 'success', 'success', 'success']","pass"
"46","01a8805c770e2b5ea586f72b1a69996b59eabc45","CommitCanvas","Merge pull request #3 from CommittedTeam/commit_message_check

Commit message check",TRUE,0,0,0,0,NA,NA,NA,0,0,0,"[]",0,"[]",0,"[]","['completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed', 'completed']","['success']","['success']","[]","pass"
"47","9181c32a3c172136bc6b8ea2f9244c2dd6639987","CommitCanvas","Merge pull request #1 from CommittedTeam/Set-up-repository

Set up repository",TRUE,0,0,0,0,NA,NA,NA,0,0,0,"[]",0,"[]",0,"[]","['completed']","['success']","['success']","[]","pass"
"48","ce0be3d737d581b35cc439be1c1e11c834eae427","pix2code","Initial commit",FALSE,304,0,304,0,NA,NA,NA,0,0,3,"['.gitignore', 'LICENSE', 'README.md']",3,"['', '.md', 'LICENSE']",1,"['ADD']","[]","[]","[]","[]","N/A"
"49","bb183a33473ee28a58ae1e83d6ef8f58776b836b","pix2code","update readme",FALSE,13,1,12,0,NA,NA,NA,0,0,1,"['README.md']",1,"['.md']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"50","cc65185d9306f72febba395de583f57ee5a48b3b","pix2code","quick update",FALSE,3,1,2,0,NA,NA,NA,0,0,2,"['.gitignore', 'README.md']",2,"['', '.md']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"51","806868083d92547050cf905cf2fc533876b2aafb","pix2code","add citation",FALSE,11,0,11,0,NA,NA,NA,0,0,1,"['README.md']",1,"['.md']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"52","99cfc0d573fdbbf586ae1d98c0c45cb2fec2b7a1","pix2code","update README: I've sampled the most common questions/requests I've received, thank you all for your interest in this project",FALSE,38,3,35,0,NA,NA,NA,0,0,1,"['README.md']",1,"['.md']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"53","62ea09a41f9476522794647c820152f030f66beb","pix2code","add content to FAQ: I have genuinely been asked this question multiple times",FALSE,7,0,7,0,NA,NA,NA,0,0,1,"['README.md']",1,"['.md']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"54","79e7d1aa766179daf8ac530f1a1eb1323514673c","pix2code","open-source datasets and Keras implementation: for educational purposes only",FALSE,1471,12,1459,908,0.483870967741935,0.723259762308998,0.424448217317487,7310,58,36,"['.gitignore', 'README.md', 'android-compiler.py', 'android-dsl-mapping.json', 'ios-dsl-mapping.json', 'web-dsl-mapping.json', 'Compiler.py', 'Node.py', 'Utils.py', '__init__.py', 'ios-compiler.py', 'web-compiler.py', 'pix2code_datasets.z01', 'pix2code_datasets.z02', 'pix2code_datasets.z03', 'pix2code_datasets.z04', 'pix2code_datasets.zip', '__init__.py', 'build_datasets.py', 'BeamSearch.py', 'Sampler.py', 'Utils.py', 'Vocabulary.py', '__init__.py', 'Dataset.py', 'Generator.py', '__init__.py', 'AModel.py', 'Config.py', '__init__.py', 'pix2code.py', 'convert_imgs_to_arrays.py', 'generate.py', 'pix2code', 'sample.py', 'train.py']",10,"['', '.json', '.md', '.py', '.z01', '.z02', '.z03', '.z04', '.zip', 'pix2code']",2,"['ADD', 'MODIFY']","[]","[]","[]","[]","N/A"
"55","e9b91551b10d84a1a0f68e3b9a85635216fa6a79","pix2code","release datasets segmented according to Github 50M max file size policy",FALSE,0,0,0,0,NA,NA,NA,0,0,10,"['pix2code_datasets.z01', 'pix2code_datasets.z02', 'pix2code_datasets.z03', 'pix2code_datasets.z04', 'pix2code_datasets.z05', 'pix2code_datasets.z06', 'pix2code_datasets.z07', 'pix2code_datasets.z08', 'pix2code_datasets.z09', 'pix2code_datasets.zip']",10,"['.z01', '.z02', '.z03', '.z04', '.z05', '.z06', '.z07', '.z08', '.z09', '.zip']",2,"['ADD', 'MODIFY']","[]","[]","[]","[]","N/A"
"56","0bc8e8a19321c7c84b36e48ba2748baa29cde42e","pix2code","Modernize Python 2 code to get ready for Python 3",FALSE,80,60,20,751,NA,NA,NA,6213,9,14,"['android-compiler.py', 'Node.py', 'ios-compiler.py', 'web-compiler.py', 'build_datasets.py', 'BeamSearch.py', 'Sampler.py', 'Dataset.py', 'Generator.py', 'pix2code.py', 'convert_imgs_to_arrays.py', 'generate.py', 'sample.py', 'train.py']",1,"['.py']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"57","b6af39501151df7a05759d763c708f6beced79a6","pix2code","Merge pull request #14 from cclauss/modernize-python2-code

Update print statements for compatibility with both Python 2 and 3",TRUE,0,0,0,0,NA,NA,NA,0,0,0,"[]",0,"[]",0,"[]","[]","[]","[]","[]","N/A"
"58","27413ae5069e6edaa14acca1ccbbef65fb531508","CommitCanvas","Add feature to check commit message quality",FALSE,499,7,492,54,0.613636363636364,1,1,302,8,10,"['.pre-commit-config.yaml', 'SOURCES.txt', 'requires.txt', '__main__.py', '__init__.cpython-37.pyc', '__main__.cpython-37.pyc', 'commit_message_checker.cpython-37.pyc', 'commit_message_checker.py', 'poetry.lock', 'pyproject.toml']",6,"['.lock', '.py', '.pyc', '.toml', '.txt', '.yaml']",2,"['ADD', 'MODIFY']","[]","[]","[]","[]","N/A"
"59","6f6a7ef782f5dda3e9f7f236583453a9f898522c","pix2code","Update build_datasets.py

for python3.5",FALSE,3,3,0,68,NA,NA,NA,621,0,1,"['build_datasets.py']",1,"['.py']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"60","51c61776bd33242cfabba42430b00981728967a7","pix2code","Update train.py

for python3.5",FALSE,2,2,0,47,NA,NA,NA,382,0,1,"['train.py']",1,"['.py']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"61","bcc0e38c2b2aa8fc3f03113508b89138df29bc95","pix2code","Update Vocabulary.py

for py3.5",FALSE,2,2,0,56,NA,NA,NA,427,2,1,"['Vocabulary.py']",1,"['.py']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"62","2a41d3cebf48e4e31e36c7d4e0b3087a07b76a8d","pix2code","Update convert_imgs_to_arrays.py

for py3.5",FALSE,2,2,0,28,NA,NA,NA,220,0,1,"['convert_imgs_to_arrays.py']",1,"['.py']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"63","26a78eea0a979cb30895c68199d28fa1f51ab1c0","pix2code","Update pix2code.py

for pip3 keras",FALSE,2,2,0,57,NA,NA,NA,691,2,1,"['pix2code.py']",1,"['.py']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"64","8a5dba34afb6246028dcc619bd125226f61914dc","pix2code","Update Utils.py

for python3",FALSE,3,3,0,38,NA,NA,NA,251,3,1,"['Utils.py']",1,"['.py']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"65","a8767765e4d766431a6ede5532e201dd9eb0c28c","pix2code","fix path",FALSE,4,4,0,74,NA,NA,NA,624,0,2,"['generate.py', 'sample.py']",1,"['.py']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"66","bbc32a4d76bee18fdadb750f76d56adf708c76a6","pix2code","fix typo in README",FALSE,1,1,0,0,NA,NA,NA,0,0,1,"['README.md']",1,"['.md']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"67","64bc3b331c600a932129ae9e307a243c98871b7b","pix2code","cross compatibility python 2 and 3",FALSE,17,3,14,137,1,1,1,1126,2,2,"['build_datasets.py', 'Vocabulary.py']",1,"['.py']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"68","e620230bfd92430d0a5038479a61eaa40ce3265f","pix2code","chore: gitignore generated files",FALSE,7,0,7,0,NA,NA,NA,0,0,1,"['.gitignore']",1,"['']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"69","dea78ca6229c05a94f20df11dcb9f7381ba4d400","CommitCanvas","Fix the diagnostic message",FALSE,2,1,1,43,1,1,1,243,1,2,"['commit_message_checker.cpython-37.pyc', 'commit_message_checker.py']",2,"['.py', '.pyc']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"70","4403f34bacfb4e107380ee852d12bde785b87d22","pix2code","chore(dev): add pip requirements for preparation and training",FALSE,26,0,26,0,NA,NA,NA,0,0,2,"['README.md', 'requirements.txt']",2,"['.md', '.txt']",2,"['ADD', 'MODIFY']","[]","[]","[]","[]","N/A"
"71","2045ed6383fb03c770c32b28082b83753ab72909","pix2code","chore: cleanup requirements",FALSE,1,10,-9,0,NA,NA,NA,0,0,1,"['requirements.txt']",1,"['.txt']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"72","94f651f00c686abee4fc633c7b6e4394c2cd3df5","pix2code","Merge pull request #16 from vicrep/master

Add pip requirements",TRUE,0,0,0,0,NA,NA,NA,0,0,0,"[]",0,"[]",0,"[]","[]","[]","[]","[]","N/A"
"73","f7f756c69301fd4f2c39f5e65644c909ba4cb87d","CommitCanvas","Add documentation to the code",FALSE,4,1,3,43,NA,NA,NA,243,2,2,"['commit_message_checker.cpython-37.pyc', 'commit_message_checker.py']",2,"['.py', '.pyc']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"74","f376c8da08851ea067f247a45080a8a3f609d3af","CommitCanvas","Add check for the capital letter",FALSE,20,1,19,53,0.5,1,1,299,3,2,"['commit_message_checker.cpython-37.pyc', 'commit_message_checker.py']",2,"['.py', '.pyc']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"75","69a0040e245ca998ce9093f7e76a65b550388df9","CommitCanvas","Remove extra split method",FALSE,1,2,-1,52,0,0,0,289,1,2,"['commit_message_checker.cpython-37.pyc', 'commit_message_checker.py']",2,"['.py', '.pyc']",1,"['MODIFY']","[]","[]","[]","[]","N/A"
"76","aa43187791bbf43b27d7d839b016a92450f14b94","CommitCanvas","Set up poetry and install dependencies",FALSE,253,0,253,4,1,1,1,16,1,9,"['PKG-INFO', 'SOURCES.txt', 'dependency_links.txt', 'top_level.txt', '__init__.py', 'poetry.lock', 'pyproject.toml', '__init__.py', 'test_commitcanvas.py']",5,"['.lock', '.py', '.toml', '.txt', 'PKG-INFO']",1,"['ADD']","['completed']","[]","[]","['success']","pass"
"77","90644f3c1e5fb132773d0a3ee927d2818c5928bd","CommitCanvas","Fix typo",FALSE,1,1,0,52,NA,NA,NA,289,0,2,"['commit_message_checker.cpython-37.pyc', 'commit_message_checker.py']",2,"['.py', '.pyc']",1,"['MODIFY']","['completed']","[]","[]","['success']","pass"
"78","6badacf1e60d7ae38cb22fd856e0e05e0fc6cea9","CommitCanvas","Fix bug with precommit that was giving two pylint scores",FALSE,3,1,2,52,NA,NA,NA,289,0,2,"['.pre-commit-config.yaml', 'commit_message_checker.py']",2,"['.py', '.yaml']",1,"['MODIFY']","['completed']","[]","[]","['success']","pass"
"79","4bd345b4e86a816155517615cc11e949258aa467","CommitCanvas","Fix typo",FALSE,1,1,0,52,NA,NA,NA,289,0,1,"['commit_message_checker.py']",1,"['.py']",1,"['MODIFY']","['completed']","[]","[]","['success']","pass"
